"","X","Mix_names","Compound1","Compound2","x1","Pc"
"1069",1450,"benzene+methanol","benzene","methanol",0.75,46.9
"1070",1456,"benzene+methanol","benzene","methanol",0.0436,78
"1071",1457,"benzene+methanol","benzene","methanol",0.1203,77
"1072",1458,"benzene+methanol","benzene","methanol",0.2909,74
"1073",1459,"benzene+methanol","benzene","methanol",0.5104,74
"1074",1460,"benzene+methanol","benzene","methanol",0.7869,71
"1075",1461,"benzene+methanol","benzene","methanol",0.0941,73
"1076",1462,"benzene+methanol","benzene","methanol",0.2147,69.9
"1077",1463,"benzene+methanol","benzene","methanol",0.3809,64.3
"1078",1464,"benzene+methanol","benzene","methanol",0.6213,53.7
"1079",1465,"benzene+ethanol","benzene","ethanol",0.014,61.16
"1080",1466,"benzene+ethanol","benzene","ethanol",0.059,60.94
"1081",1467,"benzene+ethanol","benzene","ethanol",0.11,60.74
"1082",1468,"benzene+ethanol","benzene","ethanol",0.3068,59.93
"1083",1469,"benzene+ethanol","benzene","ethanol",0.5046,58.83
"1084",1470,"benzene+ethanol","benzene","ethanol",0.6975,56.49
"1085",1471,"benzene+ethanol","benzene","ethanol",0.875,52.73
"1086",1472,"benzene+ethanol","benzene","ethanol",0.25,62.5
"1087",1473,"benzene+ethanol","benzene","ethanol",0.5,52.1
"1088",1474,"benzene+ethanol","benzene","ethanol",0.75,47.8
"1089",1481,"benzene+propan-1-ol","benzene","propan-1-ol",0.0152,51.61
"1090",1482,"benzene+propan-1-ol","benzene","propan-1-ol",0.0619,51.69
"1091",1483,"benzene+propan-1-ol","benzene","propan-1-ol",0.1106,51.57
"1092",1484,"benzene+propan-1-ol","benzene","propan-1-ol",0.3088,51.39
"1093",1485,"benzene+propan-1-ol","benzene","propan-1-ol",0.5037,51.1
"1094",1486,"benzene+propan-1-ol","benzene","propan-1-ol",0.7016,50.72
"1095",1487,"benzene+propan-1-ol","benzene","propan-1-ol",0.899,49.86
"1096",1488,"benzene+propan-1-ol","benzene","propan-1-ol",0.25,21.1
"1097",1489,"benzene+propan-1-ol","benzene","propan-1-ol",0.48,20
"1098",1494,"benzene+butan-1-ol","benzene","butan-1-ol",0.1123,45.01
"1099",1495,"benzene+butan-1-ol","benzene","butan-1-ol",0.3081,45.85
"1100",1496,"benzene+butan-1-ol","benzene","butan-1-ol",0.5046,46.63
"1101",1497,"benzene+butan-1-ol","benzene","butan-1-ol",0.5729,46.95
"1102",1498,"benzene+butan-1-ol","benzene","butan-1-ol",0.7019,47.55
"1103",1499,"benzene+butan-1-ol","benzene","butan-1-ol",0.8986,48.55
"1104",1511,"pentane+ethanol","pentane","ethanol",0.25,57
"1105",1512,"pentane+ethanol","pentane","ethanol",0.5,45.3
"1106",1513,"pentane+ethanol","pentane","ethanol",0.75,40.1
"1107",1607,"methanol+butan-1-ol","methanol","butan-1-ol",0.2381,54.46
"1108",1608,"methanol+butan-1-ol","methanol","butan-1-ol",0.5307,68.13
"1109",1609,"methanol+butan-1-ol","methanol","butan-1-ol",0.6993,74.29
"1110",1610,"methanol+butan-1-ol","methanol","butan-1-ol",0.8334,78.125
"1111",1611,"butan-1-ol+butan-2-ol","butan-1-ol","butan-2-ol",0.2214,43.22
"1112",1612,"butan-1-ol+butan-2-ol","butan-1-ol","butan-2-ol",0.5103,43.59
"1113",1613,"butan-1-ol+butan-2-ol","butan-1-ol","butan-2-ol",0.764,43.89
"1114",1614,"butan-1-ol+ethoxyethane","butan-1-ol","ethoxyethane",0.2561,40.18
"1115",1615,"butan-1-ol+ethoxyethane","butan-1-ol","ethoxyethane",0.5235,43.11
"1116",1616,"butan-1-ol+ethoxyethane","butan-1-ol","ethoxyethane",0.7288,44.09
"1117",1617,"butan-1-ol+ethoxyethane","butan-1-ol","ethoxyethane",0.869,44.29
"1130",1649,"ethane+propan-2-one","ethane","propan-2-one",0.265,69.8
"1131",1650,"ethane+propan-2-one","ethane","propan-2-one",0.499,89
"1132",1651,"ethane+propan-2-one","ethane","propan-2-one",0.661,92.1
"1133",1652,"ethane+propan-2-one","ethane","propan-2-one",0.788,81.1
"1134",1653,"ethane+propan-2-one","ethane","propan-2-one",0.827,80.9
"1135",1654,"propane+propan-2-one","propane","propan-2-one",0.138,52.6
"1136",1655,"propane+propan-2-one","propane","propan-2-one",0.339,58.1
"1137",1656,"propane+propan-2-one","propane","propan-2-one",0.507,58.3
"1138",1657,"propane+propan-2-one","propane","propan-2-one",0.666,54.3
"1139",1658,"propane+propan-2-one","propane","propan-2-one",0.779,49.9
"1140",1659,"butane+propan-2-one","butane","propan-2-one",0.254,48.2
"1141",1660,"butane+propan-2-one","butane","propan-2-one",0.403,46.8
"1142",1661,"butane+propan-2-one","butane","propan-2-one",0.626,43.6
"1143",1662,"butane+propan-2-one","butane","propan-2-one",0.771,40.9
"1144",1663,"pentane+propan-2-one","pentane","propan-2-one",0.071,46.2
"1145",1664,"pentane+propan-2-one","pentane","propan-2-one",0.315,43.3
"1146",1665,"pentane+propan-2-one","pentane","propan-2-one",0.539,39.6
"1147",1666,"pentane+propan-2-one","pentane","propan-2-one",0.626,37
"1148",1667,"pentane+propan-2-one","pentane","propan-2-one",0.799,35
"1149",1668,"hexane+propan-2-one","hexane","propan-2-one",0.072,45.6
"1150",1669,"hexane+propan-2-one","hexane","propan-2-one",0.161,43.6
"1151",1670,"hexane+propan-2-one","hexane","propan-2-one",0.359,40.3
"1152",1671,"hexane+propan-2-one","hexane","propan-2-one",0.441,38.1
"1153",1672,"hexane+propan-2-one","hexane","propan-2-one",0.696,35.8
"1154",1673,"hexane+propan-2-one","hexane","propan-2-one",0.889,33.1
"1155",1678,"heptane+propan-2-one","heptane","propan-2-one",0.0606,45.9
"1156",1679,"heptane+propan-2-one","heptane","propan-2-one",0.2,43
"1157",1680,"heptane+propan-2-one","heptane","propan-2-one",0.367,40.4
"1158",1681,"heptane+propan-2-one","heptane","propan-2-one",0.575,37.4
"1159",1682,"octane+propan-2-one","octane","propan-2-one",0.0187,46.6
"1160",1683,"octane+propan-2-one","octane","propan-2-one",0.041,46
"1161",1684,"octane+propan-2-one","octane","propan-2-one",0.151,44
"1162",1685,"octane+propan-2-one","octane","propan-2-one",0.286,41.9
"1163",1686,"octane+propan-2-one","octane","propan-2-one",0.514,38.4
"1164",1687,"octane+propan-2-one","octane","propan-2-one",0.614,36.4
"1165",1688,"octane+propan-2-one","octane","propan-2-one",0.772,32.2
"1166",1689,"decane+propan-2-one","decane","propan-2-one",0.025,46.3
"1167",1690,"decane+propan-2-one","decane","propan-2-one",0.057,46.3
"1168",1691,"decane+propan-2-one","decane","propan-2-one",0.111,46.4
"1169",1692,"decane+propan-2-one","decane","propan-2-one",0.162,46.5
"1170",1693,"decane+propan-2-one","decane","propan-2-one",0.206,46.3
"1171",1694,"decane+propan-2-one","decane","propan-2-one",0.318,45.9
"1172",1695,"decane+propan-2-one","decane","propan-2-one",0.365,45
"1173",1696,"tridecane+propan-2-one","tridecane","propan-2-one",0.055,49.8
"1174",1697,"tridecane+propan-2-one","tridecane","propan-2-one",0.108,51.8
"1175",1698,"tridecane+propan-2-one","tridecane","propan-2-one",0.185,54.2
"1177",1746,"butan-2-one+hexane","butan-2-one","hexane",0.1,31.65
"1178",1747,"butan-2-one+hexane","butan-2-one","hexane",0.3,33.99
"1179",1748,"butan-2-one+hexane","butan-2-one","hexane",0.5,36.27
"1180",1749,"butan-2-one+hexane","butan-2-one","hexane",0.7,38.61
"1181",1750,"butan-2-one+hexane","butan-2-one","hexane",0.9,40.69
"1182",1751,"butan-2-one+diethylamine","butan-2-one","diethylamine",0.1,38.04
"1183",1752,"butan-2-one+diethylamine","butan-2-one","diethylamine",0.3,38.96
"1184",1753,"butan-2-one+diethylamine","butan-2-one","diethylamine",0.5,39.78
"1185",1754,"butan-2-one+diethylamine","butan-2-one","diethylamine",0.7,40.58
"1186",1755,"butan-2-one+diethylamine","butan-2-one","diethylamine",0.9,41.33
"1212",1792,"hexane+diethylamine","hexane","diethylamine",0.1,36.49
"1213",1793,"hexane+diethylamine","hexane","diethylamine",0.3,34.98
"1214",1794,"hexane+diethylamine","hexane","diethylamine",0.5,33.76
"1215",1795,"hexane+diethylamine","hexane","diethylamine",0.7,32.58
"1216",1796,"hexane+diethylamine","hexane","diethylamine",0.9,31.13
"1227",1839,"ethene+trichloromethane","ethene","trichloromethane",0.797,102.2
"1228",1840,"ethene+trichloromethane","ethene","trichloromethane",0.83,92.1
"1229",1841,"ethene+trichloromethane","ethene","trichloromethane",0.894,77.8
"1230",1842,"ethene+trichloromethane","ethene","trichloromethane",0.969,61
"1231",1843,"ethene+chloroethene","ethene","chloroethene",0.7,82.4
"1232",1844,"ethene+1,1,1,3-tetrachloropropane","ethene","1,1,1,3-tetrachloropropane",0.89,127
"1233",1845,"ethene+1,1,1,3-tetrachloropropane","ethene","1,1,1,3-tetrachloropropane",0.91,100
"1234",1846,"ethene+1,1,1,3-tetrachloropropane","ethene","1,1,1,3-tetrachloropropane",0.981,68
"1235",1847,"ethene+1,1,1,5-tetrachloropentane","ethene","1,1,1,5-tetrachloropentane",0.892,118
"1236",1848,"ethene+1,1,1,7-tetrachloroheptane","ethene","1,1,1,7-tetrachloroheptane",0.907,156
"1237",1849,"ethene+1,1,1,9-tetrachlorononane","ethene","1,1,1,9-tetrachlorononane",0.91,184
"1253",1877,"dichloromethane+1-chloro-1,1,2,2,2-pentafluoroethane","dichloromethane","1-chloro-1,1,2,2,2-pentafluoroethane",0.735,48.9
"1254",1879,"chlorotrifluoromethane+trifluoromethane","chlorotrifluoromethane","trifluoromethane",0.5,43.57
"1255",1880,"dichlorodifluoromethane+1,1-difluoroethane","dichlorodifluoromethane","1,1-difluoroethane",0.606,44.3
"1256",1881,"dichlorodifluoromethane+1,1-difluoroethane","dichlorodifluoromethane","1,1-difluoroethane",0.606,43.5
"1257",1882,"chloro(fluoro)methane+1,1-dichloro-1,2,2,2-tetrafluoroethane","chloro(fluoro)methane","1,1-dichloro-1,2,2,2-tetrafluoroethane",0.753,51.6
"1258",1883,"2-chloro-1,1,1,2-tetrafluoroethane+octafluorocyclobutane","2-chloro-1,1,1,2-tetrafluoroethane","octafluorocyclobutane",0.77,29.42
